city;district;الرقم المرجعي للصفقة;date;property_type;عدد العقارات;price;area
النعيريه;النعيريه/ الخليج ;32603321;13/10/2025;سكني;1;540 000;982
الدمام;الدمام/ المنتزة ;32614442;13/10/2025;سكني;1;2 500 000;381,33
بريده;بريده/ الرفيعة ;32603504;13/10/2025;سكني;1;340 000;152,17
جدة;جدة/ الخمرة ;32603052;13/10/2025;تجاري;2;5 000 000;800
ضرماء;ضرماء/ البديع الشرقي ;32602965;13/10/2025;سكني;1;750 000;875
الهفوف;الهفوف/ منسوبي التعليم الأول ;32603731;13/10/2025;سكني;1;707 805;180,88
الهفوف;الهفوف/ منسوبي التعليم الأول ;32603732;13/10/2025;سكني;1;192 195;49,12
الخبر;الخبر/ الحمراء ;32608530;13/10/2025;سكني;1;598 900;151,61
بريده;بريده/ حى خب الثنيان ;32615029;13/10/2025;سكني;1;455 000;186,61
بريده;بريده/ الشقة ;32601707;13/10/2025;سكني;1;145 000;555,28
الرياض;الرياض/بدر;32600398;13/10/2025;سكني;1;412 726;91,86
الرياض;الرياض/بدر;32601936;13/10/2025;سكني;1;451 001;110,22
الرياض;الرياض/بدر;32608166;13/10/2025;سكني;1;451 001;110,22
الرياض;الرياض/بدر;32601788;13/10/2025;سكني;1;394 687;91,95
الرياض;الرياض/بدر;32607740;13/10/2025;سكني;1;454 070;110,97
الرياض;الرياض/بدر;32610847;13/10/2025;سكني;1;412 726;91,86
الرياض;الرياض/بدر;32611180;13/10/2025;سكني;1;394 687;91,95
الرياض;الرياض/بدر;32603074;13/10/2025;سكني;1;375 876;91,86
الرياض;الرياض/بدر;32611848;13/10/2025;سكني;1;413 831;96,41
الرياض;الرياض/بدر;32610328;13/10/2025;سكني;1;416 006;92,59
الرياض;الرياض/بدر;32611447;13/10/2025;سكني;1;397 434;92,59
الرياض;الرياض/بدر;32611947;13/10/2025;سكني;1;416 006;92,59
الرياض;الرياض/بدر;32610987;13/10/2025;سكني;1;398 464;92,83
الرياض;الرياض/بدر;32609849;13/10/2025;سكني;1;390 974;95,55
الرياض;الرياض/بدر;32603741;13/10/2025;سكني;1;398 764;92,9
الرياض;الرياض/بدر;32602775;13/10/2025;سكني;1;409 901;92,89
الرياض;الرياض/بدر;32601234;13/10/2025;سكني;1;390 974;95,55
الرياض;الرياض/بدر;32600367;13/10/2025;سكني;1;378 862;92,59
الرياض;الرياض/بدر;32608418;13/10/2025;تجاري;1;375 876;91,86
الرياض;الرياض/بدر;32603076;13/10/2025;سكني;1;409 223;100,01
الرياض;الرياض/بدر;32607361;13/10/2025;سكني;1;378 862;92,59
الرياض;الرياض/بدر;32610443;13/10/2025;سكني;1;395 417;92,12
الرياض;الرياض/بدر;32610945;13/10/2025;سكني;1;396 447;92,36
الرياض;الرياض/النسيم;32558130;13/10/2025;سكني;1;133 443;336
الغزاله;الغزاله/ الشمالى ;32599545;13/10/2025;سكني;1;55 000;600
الرياض;الرياض/المناخ;32600309;13/10/2025;سكني;1;680 000;420
المدينة المنورة;المدينة المنورة/ الخالديه ;32472639;13/10/2025;سكني;1;181 899;451
جدة;جدة/ الصوارى ;32602989;13/10/2025;سكني;1;600 000;312,5
جدة;جدة/ الصوارى ;32603062;13/10/2025;سكني;1;775 000;200,98
جدة;جدة/ الرياض ;32613823;13/10/2025;سكني;1;385 000;312,5
جدة;جدة/ الرياض ;32611496;13/10/2025;سكني;1;800 000;900
جدة;جدة/ الرياض ;32603580;13/10/2025;سكني;1;770 000;900
بريده;بريده/ النخيل ;32603067;13/10/2025;سكني;1;370 000;135,56
بريده;بريده/ اللسيب ;32596663;13/10/2025;سكني;1;120 000;400
جدة;جدة/ البشائر ;32613367;13/10/2025;سكني;1;650 000;312,5
الارطاويه;الارطاويه/ المصيف ;32602938;13/10/2025;سكني;1;5 000;1 045,50
الرياض;الرياض/نمار;32612353;13/10/2025;سكني;1;550 000;468
الرياض;الرياض/نمار;32598204;13/10/2025;سكني;1;600 000;820,8
الرياض;الرياض/نمار;32603965;13/10/2025;سكني;1;535 000;449,98
الرياض;الرياض/الورود;32612299;13/10/2025;سكني;1;6 800 000;840
الرياض;الرياض/ام الحمام;32615681;13/10/2025;سكني;1;2 200 000;234
ابها;ابها/ ذى النميص ;32603627;13/10/2025;سكني;1;780 000;400
حبونا;حبونا/ المنتشر ;32601965;13/10/2025;سكني;1;20 000;1 042,75
رنيه;رنيه/ الوزران ;32603325;13/10/2025;سكني;1;100 000;400
طبرجل;طبرجل/ بسيطاء ;32602561;13/10/2025;زراعي;1;20 000;82 650,00
الحائط;الحائط/ السلام ;32598453;13/10/2025;سكني;1;40 000;400
الدمام;الدمام/ الطبيشي ;32616271;13/10/2025;سكني;1;1 311 191;495,5
رابغ;رابغ/ النعيم ;32603555;13/10/2025;سكني;1;430 000;700
رابغ;رابغ/ النزهة ;32603263;13/10/2025;سكني;1;232 000;441,64
رابغ;رابغ/أخرى;32603008;13/10/2025;سكني;1;225 000;531,11
رابغ;رابغ/أخرى;32603628;13/10/2025;سكني;1;100 000;400
الدمام;الدمام/ الأثير ;32614396;13/10/2025;سكني;1;1 580 640;712
الدمام;الدمام/ الأثير ;32614695;13/10/2025;سكني;1;1 235 985;556,75
الدمام;الدمام/ الأثير ;32614144;13/10/2025;سكني;1;1 387 500;625
الرياض;الرياض/طويق;32610947;13/10/2025;سكني;1;1 375 000;550
الطائف;الطائف/أخرى;32482886;13/10/2025;سكني;1;680 000;525,65
المدينة المنورة;المدينة المنورة/ الصويدرة ;32615526;13/10/2025;سكني;1;80 000;638
الباحه;الباحه/أخرى;32535544;13/10/2025;سكني;1;850 000;600
الشملى;الشملى/ حفيرة السبعة الشرقي ;32602960;13/10/2025;سكني;1;40 000;592,83
الرياض;الرياض/السعادة;32602626;13/10/2025;سكني;1;800 000;228,78
الرياض;الرياض/السعادة;32612467;13/10/2025;سكني;1;1 000 000;228,78
الرياض;الرياض/السعادة;32612842;13/10/2025;سكني;1;1 150 000;201,03
الرياض;الرياض/منفوحة;32614981;13/10/2025;سكني;1;300 000;115
المدينة المنورة;المدينة المنورة/ سلطانه من مخطط وزارة الدفاع والطيران ;32530248;13/10/2025;تجاري;1;720 000;799,89
جدة;جدة/طيبة;32613959;13/10/2025;سكني;1;1 200 000;465,95
جدة;جدة/طيبة;32597660;13/10/2025;سكني;1;1 000 000;600
جدة;جدة/طيبة;32612470;13/10/2025;سكني;1;1 400 000;522,65
جدة;جدة/طيبة;32613200;13/10/2025;سكني;1;1 100 000;675
جدة;جدة/ السلامة ;32607522;13/10/2025;سكني;1;790 000;175,45
جدة;جدة/ السلامة ;32603270;13/10/2025;سكني;1;490 000;107,21
الرياض;الرياض/السعادة;32555887;13/10/2025;تجاري;1;367 040;735
الرياض;الرياض/العود;32615245;13/10/2025;سكني;1;450 000;119,24
المويه;المويه/ رضوان ;32596055;13/10/2025;سكني;1;5 000;970
الدرعيه;الدرعيه/ عقرباء ;32602850;13/10/2025;سكني;1;960 000;130,14
الدمام;الدمام/ المنار ;32489010;13/10/2025;سكني;1;1 105 280;704
المدينة المنورة;المدينة المنورة/ البطان جنوب المشهد ;32612662;13/10/2025;سكني;1;100 000;538,83
جدة;جدة/ المحمدية ;32599822;13/10/2025;تجاري;1;7 000 000;864
جيزان;جيزان/ المحمدية 2 ;32616754;13/10/2025;سكني;1;485 000;201,11
الخبر;الخبر/ الثقبة ;32603030;13/10/2025;سكني;1;1 900 000;325,58
جدة;جدة/ السلامة ;32603896;13/10/2025;سكني;1;850 000;164,9
جدة;جدة/ أبحر الشمالية ;32601997;13/10/2025;سكني;1;1 245 175;277,5
جدة;جدة/ أبحر الشمالية ;32612558;13/10/2025;سكني;1;3 245 212;375
جدة;جدة/ أبحر الشمالية ;32612992;13/10/2025;سكني;1;3 245 212;375
الدمام;الدمام/ النور ;32601527;13/10/2025;سكني;1;620 000;228,92
المدينة المنورة;المدينة المنورة/ المقر ;32613563;13/10/2025;تجاري;1;857 143;600
المدينة المنورة;المدينة المنورة/ بين خط المطار والمسلخ الجديد على شارع الجامعات ;32538839;13/10/2025;سكني;1;339 000;535,01
المدينة المنورة;المدينة المنورة/ بين خط المطار والمسلخ الجديد على شارع الجامعات ;32503376;13/10/2025;سكني;1;375 000;535,01
المدينة المنورة;المدينة المنورة/ حى المبعوث ;32616986;13/10/2025;سكني;1;980 000;625
المدينة المنورة;المدينة المنورة/ كنانة منطقة الخليل ;32603323;13/10/2025;سكني;1;200 000;300
المدينة المنورة;المدينة المنورة/ البركـة ;32578423;13/10/2025;سكني;1;170 000;167,58
جدة;جدة/ الشراع ;32615765;13/10/2025;سكني;1;1 030 000;200
جدة;جدة/ الريان ;32614391;13/10/2025;سكني;1;350 000;140,11
جدة;جدة/ الريان ;32612861;13/10/2025;سكني;1;350 000;125,25
جدة;جدة/ الريان ;32603565;13/10/2025;سكني;1;710 000;200,19
جدة;جدة/ الريان ;32613794;13/10/2025;سكني;1;340 000;140,08
جدة;جدة/ الريان ;32604276;13/10/2025;سكني;1;438 900;124,81
جدة;جدة/ الريان ;32608011;13/10/2025;سكني;1;381 900;103,15
جدة;جدة/ الريان ;32602600;13/10/2025;سكني;1;282 430;197,49
جدة;جدة/ أم حبلين ;32598597;13/10/2025;سكني;1;595 000;174,74
الخبر;الخبر/ الثقبة ;32601496;13/10/2025;سكني;1;2 000 000;144,9
نجران;نجران/ الجامعة ;32597686;13/10/2025;سكني;1;100 000;846
تبوك;تبوك/ البوادى ;32600618;13/10/2025;تجاري;1;1 000 000;640
تبوك;تبوك/ المصيف ;32605101;13/10/2025;سكني;1;955 000;357,5
تبوك;تبوك/ التعاون ;32613627;13/10/2025;سكني;1;880 000;630
تبوك;تبوك/ التعاون ;32603012;13/10/2025;سكني;1;700 000;814,6
سكاكا;سكاكا/ المروج ;32602908;13/10/2025;سكني;1;469 355;560
المدينة المنورة;المدينة المنورة/ ابو مرخة ;32597671;13/10/2025;تجاري;1;930 000;840,75
الخبر;الخبر/ التحلية ;32615618;13/10/2025;سكني;1;500 000;500
ضرماء;ضرماء/أخرى;32611973;13/10/2025;سكني;1;1 700 000;10 000,00
ضرماء;ضرماء/أخرى;32612983;13/10/2025;تجاري;1;1 700 000;10 000,00
ضرماء;ضرماء/أخرى;32612286;13/10/2025;تجاري;1;1 700 000;10 000,00
ضرماء;ضرماء/أخرى;32612951;13/10/2025;سكني;1;1 700 000;10 000,00
ضرماء;ضرماء/أخرى;32612895;13/10/2025;تجاري;1;1 700 000;10 000,00
ضرماء;ضرماء/أخرى;32611761;13/10/2025;سكني;1;1 700 000;10 000,00
الدمام;الدمام/ البادية ;32612850;13/10/2025;تجاري;1;400 000;73,2
الدمام;الدمام/ القادسية ;32597184;13/10/2025;تجاري;1;550 000;238
مكة المكرمة;مكة المكرمة/ شرائع المجاهدين يسار الذاهب للطائف بطريق السيل ;32612621;13/10/2025;سكني;1;180 000;115,54
حائل;حائل/ الخزامى ;32604062;13/10/2025;سكني;1;200 000;380
المدينة المنورة;المدينة المنورة/ ضاحية المندسة ;32602901;13/10/2025;سكني;1;240 000;900
تبوك;تبوك/ غرناطة ;32589326;13/10/2025;سكني;1;300 000;625,5
الرياض;الرياض/مطار الملك خالد الدولى;32601249;13/10/2025;سكني;1;802 900;306,57
الرياض;الرياض/ المهدية ;32611579;13/10/2025;سكني;1;700 000;125,2
تبوك;تبوك/ القادسية الاول ;32603444;13/10/2025;سكني;1;300 000;630
ابها;ابها/ الداره ;32607715;13/10/2025;تجاري;1;7 500 000;2 844,00
جدة;جدة/ النهضة ;32614253;13/10/2025;سكني;1;1 000 000;200,26
جدة;جدة/ النهضة ;32617019;13/10/2025;سكني;1;5 200 000;600
جدة;جدة/ النهضة ;32604697;13/10/2025;سكني;1;1 310 000;208,62
الرياض;الرياض/ الوادي ;32604281;13/10/2025;سكني;8;60 000 000;6 450,00
جدة;جدة/ بني مالك ;32614376;13/10/2025;سكني;1;580 000;176,73
جدة;جدة/ بني مالك ;32617323;13/10/2025;تجاري;2;27 000 000;1 440,00
جدة;جدة/ الرغامة ;32612702;13/10/2025;سكني;1;1 400 000;625
جدة;جدة/ جوهرة العروس ;32597680;13/10/2025;سكني;1;800 000;900
جدة;جدة/ جوهرة العروس ;32604054;13/10/2025;سكني;1;515 000;620
جدة;جدة/ جوهرة العروس ;32607852;13/10/2025;سكني;1;520 000;620
جدة;جدة/ الصالحية ;32616449;13/10/2025;سكني;1;1 000 000;224,75
جدة;جدة/ الصالحية ;32611881;13/10/2025;سكني;1;1 050 000;600
تبوك;تبوك/ النهضة ;32604139;13/10/2025;سكني;1;550 000;400
جدة;جدة/ الفيصلية ;32584613;13/10/2025;تجاري;3;16 800 000;2 960,00
جدة;جدة/ الصفا ;32608447;13/10/2025;سكني;1;400 000;135,06
جدة;جدة/ الصفا ;32612182;13/10/2025;سكني;1;500 000;158,05
جدة;جدة/ الصفا ;32603613;13/10/2025;سكني;1;100 000;130,94
جدة;جدة/ الصفا ;32615897;13/10/2025;سكني;1;370 000;177,3
جدة;جدة/ المروج ;32558878;13/10/2025;سكني;1;800 001;650
المدينة المنورة;المدينة المنورة/ ردة غزيل ضمن اراضى ولد محمد ;32603178;13/10/2025;زراعي;1;90 000;26 087,90
جدة;جدة/ الوفاء ;32603189;13/10/2025;سكني;1;430 000;450
جدة;جدة/ النزلة الشرقية ;32612646;13/10/2025;سكني;1;2 045 083;529
القطيف;القطيف/ دانة الرامس ;32598486;13/10/2025;سكني;1;1 104 000;480
القطيف;القطيف/ دانة الرامس ;32613359;13/10/2025;سكني;1;1 080 000;450
جدة;جدة/ النجمة ;32603214;13/10/2025;سكني;1;500 000;432,59
جدة;جدة/ الصفوة ;32614327;13/10/2025;سكني;1;400 000;600
حفر الباطن;حفر الباطن/ الروضة ;32600208;13/10/2025;سكني;1;110 000;400
بريده;بريده/ الصفراء ;32596905;13/10/2025;سكني;1;300 000;400
حفر الباطن;حفر الباطن/ النزهة ;32613970;13/10/2025;سكني;1;150 000;500
جيزان;جيزان/ المطار ;32602995;13/10/2025;سكني;1;650 000;400
جدة;جدة/ الفيحاء ;32607009;13/10/2025;سكني;1;500 000;196,65
جدة;جدة/ الفيحاء ;32603080;13/10/2025;سكني;1;580 000;130,25
جدة;جدة/ الفيحاء ;32614650;13/10/2025;سكني;1;670 000;188,54
جدة;جدة/ الفيحاء ;32614758;13/10/2025;سكني;1;815 000;218,46
جدة;جدة/ الياقوت ;32601106;13/10/2025;سكني;1;650 000;483
جدة;جدة/ الحمدانية ;32615671;13/10/2025;سكني;1;1 290 000;690
الرين;الرين/ الملك فيصل ;32598212;13/10/2025;سكني;1;150 000;400
خليص;خليص/ البريكه ;32603465;13/10/2025;سكني;1;155 000;720
القطيف;القطيف/ ضاحية الملك فهد المجاورة الثانية ;32603068;13/10/2025;سكني;1;410 000;700
حفر الباطن;حفر الباطن/ المحمدية ;32603060;13/10/2025;تجاري;1;700 000;1 280,00
جدة;جدة/ الجزيرة ;32603265;13/10/2025;سكني;1;530 000;662,93
جدة;جدة/ الجزيرة ;32603478;13/10/2025;سكني;1;315 000;373,72
جدة;جدة/ الفرقان ;32613096;13/10/2025;سكني;1;275 000;310
بريده;بريده/ رواق الشرقي ;32598213;13/10/2025;سكني;1;30 000;660
بريده;بريده/ الغاف ;32603650;13/10/2025;سكني;1;305 000;401,39
الجبيل;الجبيل/أخرى;32607111;13/10/2025;زراعي;1;1 300 000;50 000,00
الجبيل;الجبيل/ المطرفية ;32596953;13/10/2025;سكني;1;77 922;345
الخبر;الخبر/ الصواري ;32613599;13/10/2025;سكني;1;650 000;420
حقل;حقل/ النهضة ;32601141;13/10/2025;سكني;1;350 000;600
الشنان;الشنان/أخرى;32615295;13/10/2025;سكني;1;50 000;900
الشنان;الشنان/أخرى;32589136;13/10/2025;زراعي;1;15 000;100 000,00
حفر الباطن;حفر الباطن/ العزيزية ;32612914;13/10/2025;سكني;1;110 000;337,5
بريده;بريده/ أبى تنوم ;32603601;13/10/2025;سكني;1;986 500;1 275,00
بريده;بريده/ الروابي ;32604280;13/10/2025;سكني;1;111 712;350
بريده;بريده/ الروابي ;32606879;13/10/2025;سكني;1;126 223;394,82
جيزان;جيزان/ المحمدية 2 ;32595795;13/10/2025;سكني;1;375 000;450
جيزان;جيزان/ الناصرية 4 ;32603544;13/10/2025;سكني;1;420 000;1 036,40
جيزان;جيزان/ القدس 1 ;32603145;13/10/2025;سكني;1;370 000;1 100,00
الجبيل;الجبيل/ الصفاة ;32608039;13/10/2025;سكني;1;6 300 000;807,17
القويعيه;القويعيه/ مخطط رقم 995 ;32613593;13/10/2025;تجاري;1;700 000;660
الارطاوي;الارطاوي/ مركز وثيلان ;32604016;13/10/2025;سكني;1;71 250;625
الارطاوي;الارطاوي/ مركز وثيلان ;32603346;13/10/2025;سكني;1;71 250;650
الخرمه;الخرمه/ الخالدية ;32599984;13/10/2025;سكني;1;75 000;400
البرك;البرك/أخرى;32603157;13/10/2025;سكني;1;30 000;630
الخبر;الخبر/ الخور ;32612108;13/10/2025;سكني;1;517 000;139,44
مكة المكرمة;مكة المكرمة/ تقسيم أراضى المطلق والجفرى بشارع الحج ;32604219;13/10/2025;سكني;1;462 840;55,62
مكة المكرمة;مكة المكرمة/ وادي جليل ;32612586;13/10/2025;سكني;1;650 000;207,48
مكة المكرمة;مكة المكرمة/ الصفوة ;32611187;13/10/2025;سكني;1;962 500;550
مكة المكرمة;مكة المكرمة/ ام الجود ;32607316;13/10/2025;سكني;1;280 000;119,31
نجران;نجران/ الشرفة  أ ;32616737;13/10/2025;سكني;1;70 000;798
مكة المكرمة;مكة المكرمة/ الحفاير على يسار الذاهب الى جدة طريق ام القرى ;32606517;13/10/2025;سكني;1;312 039;85
بحره;بحره/ بحرة الجديدة ;32552812;13/10/2025;سكني;1;750 000;600
ثادق;ثادق/ مركز الصفرات (أ) ;32603511;13/10/2025;سكني;1;50 000;700
الهفوف;الهفوف/ الرقيقة ;32603357;13/10/2025;سكني;1;430 000;325
ابو عريش;ابو عريش/ النسيم ;32602963;13/10/2025;سكني;1;150 000;500
تبوك;تبوك/ 2جنوب طريق المدينة ;32599605;13/10/2025;زراعي;1;1 000 000;50 000,00
الجفر;الجفر/ هجر الثاني عشر ;32603054;13/10/2025;سكني;1;60 000;718
الجفر;الجفر/ هجر الثاني عشر ;32602970;13/10/2025;سكني;1;300 000;715,5
الهفوف;الهفوف/ الرياض ;32603723;13/10/2025;سكني;1;300 000;854,21
البكيريه;البكيريه/ بدر ;32601606;13/10/2025;سكني;1;125 000;690
الرياض;الرياض/العريجاء;32597809;13/10/2025;سكني;1;1 060 000;400
الرياض;الرياض/المصفاة;32612518;13/10/2025;سكني;1;600 000;594,88
الرياض;الرياض/المصفاة;32611753;13/10/2025;سكني;1;800 000;599,9
الرياض;الرياض/المصفاة;32612341;13/10/2025;سكني;1;600 000;594,88
الرياض;الرياض/المصفاة;32613130;13/10/2025;تجاري;1;3 108 590;3 648,58
تبوك;تبوك/ الحمدان ;32607982;13/10/2025;سكني;1;780 000;489,3
تبوك;تبوك/ الجامعة ;32605545;13/10/2025;سكني;1;400 000;1 100,00
الهفوف;الهفوف/أخرى;32601588;13/10/2025;سكني;1;700 000;500
الهفوف;الهفوف/أخرى;32604065;13/10/2025;سكني;1;928 200;663,59
الهفوف;الهفوف/أخرى;32603672;13/10/2025;سكني;1;700 000;500
تبوك;تبوك/ شمال الجامعة ;32602263;13/10/2025;سكني;1;170 000;400
ابقيق;ابقيق/ قرطبه المنطقه الثانية ;32603218;13/10/2025;سكني;1;160 000;400
ابقيق;ابقيق/ الربوه المنطقة الحادية عشر ;32603600;13/10/2025;سكني;1;140 000;400
ابقيق;ابقيق/ الربوه المنطقة الثانية عشر ;32603957;13/10/2025;سكني;1;150 000;450
ابقيق;ابقيق/أخرى;32603786;13/10/2025;سكني;1;132 000;300
الجفر;الجفر/ هجر الحادي عشر ;32603502;13/10/2025;سكني;1;270 000;360
الجفر;الجفر/ هجر الحادي عشر ;32603981;13/10/2025;سكني;1;600 000;930
الجفر;الجفر/ هجر الحادي عشر ;32603750;13/10/2025;سكني;1;500 000;750
الجفر;الجفر/ هجر التاسع ;32603994;13/10/2025;سكني;1;315 000;625
الجفر;الجفر/ هجر الحادي عشر ;32603070;13/10/2025;سكني;1;150 000;220
الجفر;الجفر/ هجر السادس ;32603209;13/10/2025;سكني;1;215 000;390
الجفر;الجفر/ هجر الحادي عشر ;32603790;13/10/2025;سكني;1;340 000;625
خميس مشيط;خميس مشيط/ القافلة ;32603123;13/10/2025;سكني;1;930 000;549,96
عنيزه;عنيزه/ الوفاء ;32531677;13/10/2025;تجاري;1;370 000;556,5
صبياء;صبياء/ نخلان ;32603125;13/10/2025;سكني;1;60 000;531,83
صبياء;صبياء/ نخلان ;32616610;13/10/2025;سكني;1;5 000;505
الحريق;الحريق/أخرى;32602919;13/10/2025;سكني;1;75 000;660
الرس;الرس/ وادي الرمة ;32603476;13/10/2025;سكني;1;180 000;430,54
رياض الخبراء;رياض الخبراء/ القدس ;32602543;13/10/2025;سكني;1;510 000;305,89
الرياض;الرياض/ديراب;32615309;13/10/2025;سكني;1;525 000;350,04
الرياض;الرياض/ديراب;32615145;13/10/2025;سكني;1;525 000;350,04
الرياض;الرياض/ديراب;32613380;13/10/2025;تجاري;1;1 062 000;900
الرياض;الرياض/ديراب;32614883;13/10/2025;تجاري;1;1 239 000;1 050,00
الرياض;الرياض/ديراب;32614875;13/10/2025;سكني;1;1 050 000;700
الرياض;الرياض/ديراب;32611982;13/10/2025;سكني;1;1 190 000;700
الرياض;الرياض/ديراب;32613997;13/10/2025;تجاري;1;920 400;780
الرياض;الرياض/ديراب;32615700;13/10/2025;سكني;1;1 200 000;750
الرياض;الرياض/ديراب;32614549;13/10/2025;تجاري;1;920 400;780
الرياض;الرياض/ديراب;32614664;13/10/2025;تجاري;1;920 400;780
الرياض;الرياض/ديراب;32615975;13/10/2025;سكني;1;1 200 000;750
الدمام;الدمام/ الاسكان ;32597679;13/10/2025;سكني;1;250 000;254,88
الدمام;الدمام/ الاسكان ;32598728;13/10/2025;سكني;1;250 000;267,43
الدمام;الدمام/ الاسكان ;32598568;13/10/2025;سكني;1;250 000;254,58
الدمام;الدمام/ الاسكان ;32598251;13/10/2025;سكني;1;250 000;254,88
الخبراء;الخبراء/ المجد ;32596891;13/10/2025;تجاري;1;150 000;2 650,00
المذنب;المذنب/ الريان ;32605437;13/10/2025;سكني;1;62 000;270,75
رياض الخبراء;رياض الخبراء/ شمال رياض الخبراء على بعد 11كم ;32603986;13/10/2025;زراعي;1;215 000;11 519,40
ابها;ابها/ الروابي ;32602997;13/10/2025;سكني;1;300 000;121,51
ابها;ابها/ الروابي ;32608446;13/10/2025;سكني;1;440 000;420
الدمام;الدمام/ البادية ;32606916;13/10/2025;سكني;1;1 000 000;325,22
المزاحميه;المزاحميه/أخرى;32602847;13/10/2025;زراعي;1;270 000;2 000,00
حائل;حائل/أخرى;32603755;13/10/2025;زراعي;1;900 000;50 000,00
حائل;حائل/أخرى;32602917;13/10/2025;زراعي;1;20 000;10 000,00
حائل;حائل/ الرصف ;32607681;13/10/2025;سكني;1;211 000;700
حائل;حائل/ الوادي ;32578629;13/10/2025;سكني;1;400 000;792
ابها;ابها/ السوسن ;32612846;13/10/2025;سكني;1;200 000;495,5
خميس مشيط;خميس مشيط/ عتود الجنوبى ;32603114;13/10/2025;سكني;1;600 000;566
الخرج;الخرج/ اليرموك ;32615911;13/10/2025;سكني;1;700 000;600
الخرج;الخرج/ طريق الرياض الخرج ;32615818;13/10/2025;زراعي;1;720 000;5 000,35
الخرج;الخرج/ النهضة ;32579303;13/10/2025;سكني;1;500 000;380
الخرج;الخرج/ الفيصلية ;32613952;13/10/2025;سكني;1;720 000;405,74
حائل;حائل/ مشروع اسكان حائل ;32613753;13/10/2025;سكني;1;230 000;500
بقعاء;بقعاء/أخرى;32555449;13/10/2025;سكني;1;36 000;675
بقعاء;بقعاء/ خارج حدود الاحياء ;32603651;13/10/2025;سكني;1;23 000;327,56
الخرج;الخرج/ مشرف ;32603807;13/10/2025;سكني;1;370 000;964,48
الخرج;الخرج/ الزاهر ;32613315;13/10/2025;سكني;1;90 000;500
عرعر;عرعر/ حي القدس الشرقي ;32603759;13/10/2025;سكني;1;80 000;630
عرعر;عرعر/ غرناطة الشرقي ;32616551;13/10/2025;سكني;1;20 000;630
عرعر;عرعر/ غرناطة الشرقي ;32597673;13/10/2025;سكني;1;113 000;630
عرعر;عرعر/ غرناطة الشرقي ;32613341;13/10/2025;سكني;1;110 000;630
حائل;حائل/ المطار القديم ;32548041;13/10/2025;سكني;1;650 000;500
حائل;حائل/ المطار القديم ;32547940;13/10/2025;سكني;1;100 000;500
حائل;حائل/ المصيف ;32606281;13/10/2025;سكني;1;745 000;335,01
خميس مشيط;خميس مشيط/ المصيف ;32578706;13/10/2025;سكني;1;963 925;625
خميس مشيط;خميس مشيط/ المصيف ;32578924;13/10/2025;سكني;1;942 025;625
خميس مشيط;خميس مشيط/ عبدالله بن راقع الحسنية بايتارة ;32603525;13/10/2025;سكني;1;530 000;190,34
المدينة المنورة;المدينة المنورة/ مذينب منطقة ميطان ;32602275;13/10/2025;سكني;1;585 000;157,6
المدينة المنورة;المدينة المنورة/ مذينب منطقة ميطان ;32612365;13/10/2025;سكني;1;600 000;142,41
المدينة المنورة;المدينة المنورة/ حمراء الاسد  هـ ;32612896;13/10/2025;سكني;1;650 000;792,06
المدينة المنورة;المدينة المنورة/ حمراء الاسد  هـ ;32616489;13/10/2025;سكني;1;350 000;600
المدينة المنورة;المدينة المنورة/ ابو مرخه العزيزيه ;32597142;13/10/2025;سكني;1;500 000;575
المدينة المنورة;المدينة المنورة/ الروضة ;32612301;13/10/2025;سكني;1;750 000;203,73
المدينة المنورة;المدينة المنورة/ الروضة ;32602286;13/10/2025;سكني;1;545 000;162,24
المدينة المنورة;المدينة المنورة/ ابو مرخة ;32599504;13/10/2025;سكني;1;500 000;500,28
المدينة المنورة;المدينة المنورة/ وادي البطان ;32613540;13/10/2025;سكني;1;590 000;500
المدينة المنورة;المدينة المنورة/ الزهرة بمنطقة الربوة ;32547845;13/10/2025;سكني;1;97 696;122,13
جدة;جدة/ القرينية ;32612183;13/10/2025;سكني;1;200 000;400
جدة;جدة/ الفروسية ;32599443;13/10/2025;سكني;1;1 200 000;900
جدة;جدة/النزهة;32601494;13/10/2025;سكني;1;650 000;182,59
جدة;جدة/الربوه;32612190;13/10/2025;سكني;1;450 000;151,91
جدة;جدة/الربوه;32612408;13/10/2025;سكني;1;300 000;133,15
جدة;جدة/ مشرفة ;32614372;13/10/2025;سكني;1;6 100 000;757,81
جدة;جدة/ مشرفة ;32605073;13/10/2025;سكني;1;2 300 000;562,5
المدينة المنورة;المدينة المنورة/ عين الخيف ;32617497;13/10/2025;سكني;1;895 000;158,42
المدينة المنورة;المدينة المنورة/ العاقول منطقة تيم مخطط احمد حمدان البلوى ;32604034;13/10/2025;تجاري;1;2 575 000;1 200,00
جدة;جدة/ الفنار ;32613207;13/10/2025;سكني;1;570 000;431,32
جدة;جدة/ الدرة ;32603138;13/10/2025;سكني;1;375 000;449,5
جدة;جدة/ الدرة ;32603168;13/10/2025;سكني;1;780 000;750
جدة;جدة/ الدرة ;32603794;13/10/2025;سكني;1;275 000;310
جدة;جدة/ الدرة ;32603795;13/10/2025;سكني;1;275 000;310
جدة;جدة/ الغدير ;32603107;13/10/2025;سكني;1;400 000;450
جدة;جدة/ الغدير ;32603105;13/10/2025;سكني;1;400 000;450
حفر الباطن;حفر الباطن/ الشفاء ;32617399;13/10/2025;سكني;1;135 000;750
حفر الباطن;حفر الباطن/ الشفاء ;32603813;13/10/2025;سكني;1;105 000;400
