city;district;الرقم المرجعي للصفقة;date;property_type;عدد العقارات;price;area
الطائف;الطائف/ حي البوادي ;32389353;01/10/2025;سكني;1;100 000;619,7
الطائف;الطائف/ الجودية ;32387317;01/10/2025;سكني;1;235 000;750
عرقه;عرقه/أخرى;32126569;01/10/2025;تجاري;1;116 187 500;17 875,00
الرياض;الرياض/السليمانية;32386944;01/10/2025;تجاري;1;37 000 000;1 680,00
الرياض;الرياض/السليمانية;32390169;01/10/2025;سكني;1;1 479 938;360
الرياض;الرياض/الدريهمية;32390117;01/10/2025;سكني;1;809 207;250
الطائف;الطائف/ الشهداء الشمالية ;32389742;01/10/2025;سكني;1;170 000;72
الطائف;الطائف/ الشهداء الشمالية ;32374727;01/10/2025;سكني;1;420 000;200
حوطة بني تميم;حوطة بني تميم/ الورود ;32394673;01/10/2025;سكني;1;800 000;637,5
الطائف;الطائف/ سلطانة ;32395334;01/10/2025;سكني;1;300 000;600
الطائف;الطائف/ أم العراد ;32402463;01/10/2025;سكني;2;1 400 000;893
الرياض;الرياض/الروابى;32404220;01/10/2025;سكني;1;367 216;121,38
الرياض;الرياض/الرمال;32402037;01/10/2025;سكني;1;650 000;174,69
الرياض;الرياض/الفاخرية;32389284;01/10/2025;سكني;1;1 230 000;322
الرياض;الرياض/الجرادية;32389178;01/10/2025;سكني;1;100 000;98,32
الرياض;الرياض/الرمال;32402786;01/10/2025;سكني;1;1 900 000;307,5
الافلاج;الافلاج/ اليمامة ;32389474;01/10/2025;سكني;1;50 000;502
الافلاج;الافلاج/ الريان ;32400582;01/10/2025;سكني;1;60 000;360
الافلاج;الافلاج/ الريان ;32381003;01/10/2025;سكني;1;40 000;360
المجارده;المجارده/أخرى;32400704;01/10/2025;سكني;1;70 000;497,35
الرياض;الرياض/الصفاء;32400993;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32403562;01/10/2025;سكني;1;1 248 438;293,75
الرياض;الرياض/الصفاء;32402429;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32402197;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32402125;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32401404;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32400193;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32401271;01/10/2025;سكني;1;1 190 000;280
الرياض;الرياض/الصفاء;32402673;01/10/2025;سكني;1;1 248 437;293,75
الرياض;الرياض/الصفاء;32402546;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32401795;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الصفاء;32401186;01/10/2025;سكني;1;1 020 000;240
الرياض;الرياض/الملز;32387755;01/10/2025;سكني;1;12 976 591;625
الرياض;الرياض/الغنامية;32402440;01/10/2025;سكني;1;1 000 000;420
الرياض;الرياض/الفيصلية;32399732;01/10/2025;سكني;1;775 000;400
الرياض;الرياض/الغدير;32390520;01/10/2025;سكني;1;482 108;112,63
الرياض;الرياض/اليمامة;32399895;01/10/2025;سكني;1;850 000;200
الرياض;الرياض/اليمامة;32400684;01/10/2025;سكني;1;480 000;174,49
الرياض;الرياض/الصحافة;32403091;01/10/2025;سكني;1;1 700 000;289,8
الرياض;الرياض/الياسمين;32387700;01/10/2025;سكني;1;600 000;163,47
بلجرشي;بلجرشي/ الشطيبة ;32393915;01/10/2025;سكني;1;260 000;594,84
البشائر;البشائر/ حليل ;32404744;01/10/2025;سكني;1;10 000;400
قرية العليا;قرية العليا/أخرى;32392034;01/10/2025;زراعي;1;1 100 000;71 888,00
عقلة الصقور;عقلة الصقور/أخرى;32389433;01/10/2025;سكني;1;30 000;400
الرياض;الرياض/الخير;32379254;01/10/2025;سكني;1;200 000;600
الرياض;الرياض/الخير;32403599;01/10/2025;سكني;1;1 200 000;938,7
الرياض;الرياض/طويق;32399653;01/10/2025;سكني;1;2 340 000;900
الرياض;الرياض/طويق;32389891;01/10/2025;سكني;1;1 168 500;375
الرياض;الرياض/طويق;32400508;01/10/2025;سكني;1;2 340 000;900
الرياض;الرياض/طويق;32400709;01/10/2025;سكني;1;2 340 000;900
الرياض;الرياض/القادسية;32386776;01/10/2025;سكني;1;700 000;166,55
الرياض;الرياض/القادسية;32399796;01/10/2025;سكني;1;830 000;122,86
بلقرن;بلقرن/ عفراء ;32391674;01/10/2025;سكني;1;100 000;687,5
الرياض;الرياض/منفوحة;32390862;01/10/2025;سكني;1;400 000;176
الرياض;الرياض/منفوحة;32391415;01/10/2025;سكني;1;600 000;160
الرياض;الرياض/الخير;32402321;01/10/2025;سكني;1;1 350 000;910
طريب;طريب/أخرى;32404838;01/10/2025;سكني;1;5 000;600
طريب;طريب/أخرى;32404493;01/10/2025;سكني;1;5 000;600
المدينة المنورة;المدينة المنورة/ الاسكان فى منطقة اللابة ;32391689;01/10/2025;سكني;1;3 487 500;1 125,00
المدينة المنورة;المدينة المنورة/ الاسكان فى منطقة اللابة ;32395785;01/10/2025;سكني;1;700 000;205,39
الرياض;الرياض/البديعة;32387730;01/10/2025;سكني;1;1 275 000;550
عفيف;عفيف/ الريان ;32405158;01/10/2025;سكني;1;10 000;210
عفيف;عفيف/ الوسام ;32399865;01/10/2025;سكني;1;12 000;615
عفيف;عفيف/ السليمانية ;32390073;01/10/2025;سكني;1;330 000;575
الرياض;الرياض/الرفيعة;32402212;01/10/2025;سكني;1;200 000;21 058,15
جدة;جدة/العزيزية;32388939;01/10/2025;سكني;1;600 000;167,49
جدة;جدة/ المروة ;32391654;01/10/2025;سكني;1;2 000 000;400
جدة;جدة/ المروة ;32400226;01/10/2025;سكني;1;305 000;97,73
جدة;جدة/ المروة ;32391652;01/10/2025;سكني;1;470 436;117,45
جدة;جدة/ المروة ;32400996;01/10/2025;تجاري;1;7 500 002;925
جدة;جدة/ المروة ;32399373;01/10/2025;سكني;1;440 000;128,52
جدة;جدة/ المروة ;32385506;01/10/2025;سكني;1;679 318;168,44
جدة;جدة/ المروة ;32405185;01/10/2025;سكني;1;2 430 000;900
جدة;جدة/ المروة ;32405452;01/10/2025;سكني;1;570 000;160
جدة;جدة/ المروة ;32404435;01/10/2025;سكني;1;465 000;130
جدة;جدة/ الواحة ;32383213;01/10/2025;سكني;1;200 000;119,5
جدة;جدة/ الواحة ;32404164;01/10/2025;سكني;1;2 400 000;750
جدة;جدة/ الواحة ;32403783;01/10/2025;سكني;1;620 000;203,48
جدة;جدة/ الواحة ;32404460;01/10/2025;سكني;1;465 000;152,18
جدة;جدة/ الواحة ;32387842;01/10/2025;سكني;1;441 553;112,07
جدة;جدة/ الواحة ;32395335;01/10/2025;سكني;1;499 000;178,84
جدة;جدة/ النسيم ;32403139;01/10/2025;سكني;1;580 000;218,22
جدة;جدة/ المنار ;32390260;01/10/2025;سكني;1;1 700 000;676
النعيريه;النعيريه/ الخليج ;32394422;01/10/2025;سكني;1;20 000;750
النعيريه;النعيريه/ الفيصلية ;32362297;01/10/2025;سكني;1;500 000;600
النعيريه;النعيريه/ المحمدية ;32389651;01/10/2025;سكني;1;20 000;500
الدمام;الدمام/ المنتزة ;32389828;01/10/2025;سكني;1;2 450 000;690
المدينة المنورة;المدينة المنورة/ الاسكان فى منطقة اللابة ;32390068;01/10/2025;سكني;1;58 000 000;4 552,55
جدة;جدة/ اللؤلؤ ;32405171;01/10/2025;سكني;1;10 000;270,5
جدة;جدة/ بحرة المجاهدين ;32402654;01/10/2025;تجاري;1;300 000;258,48
الرياض;الرياض/ عكاظ ;32387374;01/10/2025;سكني;1;411 404;200
ضرماء;ضرماء/أخرى;32391240;01/10/2025;زراعي;1;438 750;3 250,00
جدة;جدة/ مريخ ;32390171;01/10/2025;سكني;1;390 000;148,56
جدة;جدة/ مريخ ;32404247;01/10/2025;سكني;1;470 000;169,38
جدة;جدة/ مريخ ;32385973;01/10/2025;سكني;1;424 785;118,25
جدة;جدة/ الأمواج ;32387164;01/10/2025;سكني;1;760 484;595,5
جدة;جدة/ الصوارى ;32389066;01/10/2025;سكني;1;1 575 000;322
جدة;جدة/ الصوارى ;32403146;01/10/2025;سكني;1;1 060 000;270,25
جدة;جدة/ الرياض ;32390186;01/10/2025;سكني;1;620 000;625
جدة;جدة/ الرياض ;32399714;01/10/2025;سكني;1;900 000;900
الخبر;الخبر/ التحلية ;32387231;01/10/2025;سكني;1;247 500;213,57
المدينة المنورة;المدينة المنورة/ قباء ;32332579;01/10/2025;سكني;1;757 589;206,07
المدينة المنورة;المدينة المنورة/ مذينب منطقة ميطان من مخطط فهيد عقاب المطيرى ;32389846;01/10/2025;سكني;1;750 000;304,49
جدة;جدة/ النزلة اليمانية ;32386726;01/10/2025;سكني;1;196 814;114,63
جدة;جدة/ البشائر ;32402605;01/10/2025;سكني;1;700 000;750
جدة;جدة/ البشائر ;32402302;01/10/2025;سكني;1;700 000;720
المدينة المنورة;المدينة المنورة/ الخضراء ;32391230;01/10/2025;سكني;1;250 000;290
المدينة المنورة;المدينة المنورة/ الخضراء ;32389881;01/10/2025;تجاري;1;1 700 000;814,58
ضباء;ضباء/ عيانة2 ;32400905;01/10/2025;سكني;1;870 000;600
تثليت;تثليت/ جاش ;32405613;01/10/2025;سكني;1;10 000;570
تثليت;تثليت/ جاش ;32405465;01/10/2025;سكني;1;10 000;600
تثليت;تثليت/ جاش ;32405615;01/10/2025;سكني;1;10 000;600
تثليت;تثليت/ الزهور ;32366089;01/10/2025;سكني;1;50 000;550
تثليت;تثليت/ الفاخرية ;32389395;01/10/2025;سكني;1;20 000;650
تثليت;تثليت/ 110  1427  ع  9 ;32404479;01/10/2025;سكني;1;20 000;600
الرياض;الرياض/لبن;32405577;01/10/2025;تجاري;1;3 000 000;400
الرياض;الرياض/نمار;32389199;01/10/2025;سكني;1;550 000;742,5
الرياض;الرياض/نمار;32395636;01/10/2025;سكني;1;935 000;900
العقيق;العقيق/ شعبة بن زياد ;32400159;01/10/2025;سكني;1;98 000;580
الرياض;الرياض/ الملك سلمان ;32389559;01/10/2025;سكني;1;40 741;22,33
الرياض;الرياض/ الملك سلمان ;32389560;01/10/2025;سكني;1;59 259;32,48
الحناكية;الحناكية/ بطيحان ;32389639;01/10/2025;سكني;1;50 000;410
العويقيله;العويقيله/ الروضة 1  ع  د  1408 ;32402382;01/10/2025;تجاري;1;150 000;2 600,00
طبرجل;طبرجل/ السمح ;32389941;01/10/2025;سكني;1;200 000;678,6
طبرجل;طبرجل/ السمح ;32389314;01/10/2025;سكني;1;270 000;704
القويعيه;القويعيه/أخرى;32384478;01/10/2025;زراعي;1;700 000;51 300,00
الباحه;الباحه/أخرى;32389655;01/10/2025;سكني;1;800 000;1 207,00
الباحه;الباحه/أخرى;32384222;01/10/2025;سكني;1;200 000;735,87
عقلة الصقور;عقلة الصقور/ خارج حدود الاحياء ;32398951;01/10/2025;سكني;1;29 500;236,56
رابغ;رابغ/ النعيم ;32389577;01/10/2025;سكني;1;245 000;700
رابغ;رابغ/ النعيم ;32400203;01/10/2025;سكني;1;800 000;681,75
رابغ;رابغ/ الصليب الشرقى  4  ق  س ;32310477;01/10/2025;تجاري;1;185 000;462
رابغ;رابغ/ النزهة ;32389079;01/10/2025;سكني;1;350 000;904,47
رابغ;رابغ/أخرى;32390109;01/10/2025;سكني;1;600 000;459,2
رابغ;رابغ/ خارج حدود الاحياء ;32389286;01/10/2025;سكني;1;400 000;908
الدمام;الدمام/ طيبة ;32388974;01/10/2025;سكني;1;904 746;322,07
الدمام;الدمام/ طيبة ;32387476;01/10/2025;سكني;1;1 042 125;595,5
الرياض;الرياض/ إشبيلية ;32391562;01/10/2025;سكني;1;990 389;360
الرياض;الرياض/طيبة;32388358;01/10/2025;تجاري;1;4 074 286;2 507,50
طبرجل;طبرجل/ 12  7  2  1442 ;32389437;01/10/2025;سكني;1;600 000;760
الشنان;الشنان/أخرى;32390174;01/10/2025;سكني;1;88 000;736
المدينة المنورة;المدينة المنورة/ الصويدرة ;32389068;01/10/2025;سكني;1;57 800;300
المدينة المنورة;المدينة المنورة/ الصويدرة ;32404266;01/10/2025;سكني;1;70 000;602,54
المدينة المنورة;المدينة المنورة/ الصويدرة ;32402103;01/10/2025;سكني;1;70 000;602,54
الحائط;الحائط/أخرى;32390100;01/10/2025;سكني;1;1 520 000;1 059,90
الرياض;الرياض/ لبن ;32387087;01/10/2025;سكني;1;354 495;300
الرياض;الرياض/غبيراء;32389548;01/10/2025;سكني;1;215 600;98
الرياض;الرياض/شرق الرياض;32402220;01/10/2025;سكني;1;170 000;750
الرياض;الرياض/ عكاظ ;32369353;01/10/2025;سكني;1;78 000;249,4
المدينة المنورة;المدينة المنورة/ جزع قباء ;32361169;01/10/2025;سكني;1;859 446;226,17
جدة;جدة/ السنابل ;32390043;01/10/2025;سكني;1;1 300 000;650
جدة;جدة/طيبة;32401529;01/10/2025;سكني;1;1 400 000;300
جدة;جدة/ السلامة ;32399920;01/10/2025;سكني;1;860 000;212,56
الرياض;الرياض/الربوة;32383571;01/10/2025;تجاري;6;35 804 340;5 256,85
الرياض;الرياض/اليرموك;32388969;01/10/2025;سكني;1;442 946;171,28
الرياض;الرياض/عتيقة;32385696;01/10/2025;سكني;1;500 000;22,76
جدة;جدة/ النعيم ;32403448;01/10/2025;سكني;1;890 000;188,49
جدة;جدة/ أم السلم ;32391406;01/10/2025;سكني;1;510 465;156,23
جدة;جدة/ أم السلم ;32344807;01/10/2025;سكني;1;544 296;213,68
جدة;جدة/ النزهة ;32403871;01/10/2025;سكني;1;285 000;100,4
جدة;جدة/ السلامة ;32402452;01/10/2025;سكني;1;800 000;160,39
جدة;جدة/العزيزية;32356375;01/10/2025;سكني;1;550 000;154,11
جدة;جدة/العزيزية;32402992;01/10/2025;سكني;1;850 000;400
الرياض;الرياض/النرجس;32384590;01/10/2025;سكني;1;1 399 000;142,07
الرياض;الرياض/النرجس;32391773;01/10/2025;سكني;1;1 219 000;171,06
الدمام;الدمام/ النور ;32387325;01/10/2025;سكني;1;400 097;124,8
الدمام;الدمام/ النور ;32389175;01/10/2025;سكني;1;437 737;140,2
الدمام;الدمام/ النور ;32387809;01/10/2025;سكني;1;399 398;172,15
الدمام;الدمام/ النور ;32390778;01/10/2025;سكني;1;383 861;173,34
الدمام;الدمام/ الصفا ;32403885;01/10/2025;سكني;1;900 000;234,71
الخبر;الخبر/ الخبر الشمالية ;32401789;01/10/2025;سكني;1;1 900 000;302,25
المدينة المنورة;المدينة المنورة/ طيبة بابار على شمال امتداد طريق السلام بالبيداء ;32394396;01/10/2025;سكني;1;425 000;300
المدينة المنورة;المدينة المنورة/ طيبة بابار على شمال امتداد طريق السلام بالبيداء ;32381001;01/10/2025;سكني;1;425 000;300
جدة;جدة/ الريان ;32390766;01/10/2025;سكني;1;615 000;201,08
جدة;جدة/ الريان ;32398195;01/10/2025;سكني;1;458 000;126,55
جدة;جدة/ الريان ;32384810;01/10/2025;سكني;1;625 000;195,54
جدة;جدة/ الريان ;32403038;01/10/2025;سكني;1;590 000;191,9
جدة;جدة/ الريان ;32402495;01/10/2025;سكني;1;1 800 000;600
بريده;بريده/ الروابي ;32390433;01/10/2025;سكني;1;200 000;227,76
بريده;بريده/ الروابي ;32385331;01/10/2025;سكني;1;10 000;500
بريده;بريده/ الروابي ;32390440;01/10/2025;سكني;1;200 000;229,9
بريده;بريده/ الخليج ;32402978;01/10/2025;سكني;1;260 000;141,66
مكة المكرمة;مكة المكرمة/ النوارية ;32403585;01/10/2025;تجاري;1;3 500 000;874,91
سكاكا;سكاكا/ الزراعى ;32389600;01/10/2025;زراعي;1;300 000;98 000,00
حائل;حائل/ قرية اجا ;32340228;01/10/2025;تجاري;1;1 660 399;1 423,39
نجران;نجران/ الجامعة ;32386844;01/10/2025;سكني;1;100 000;800
نجران;نجران/ الجامعة ;32385667;01/10/2025;سكني;1;470 000;820
تبوك;تبوك/ البوادى ;32403240;01/10/2025;تجاري;1;200 000;169,4
تبوك;تبوك/ البوادى ;32389934;01/10/2025;سكني;1;150 000;98,57
تبوك;تبوك/ البوادى ;32389293;01/10/2025;سكني;1;150 000;98,57
المدينة المنورة;المدينة المنورة/ ابو مرخة بمنطقة جبل أعظم مخطط أرض الامانة ;32385646;01/10/2025;سكني;1;595 000;747,9
الخبر;الخبر/ الصواري ;32388495;01/10/2025;سكني;1;369 885;405,5
النماص;النماص/ ال وليد ;32332549;01/10/2025;سكني;1;31 261;710,42
الدمام;الدمام/ المنار ;32387488;01/10/2025;سكني;1;712 335;526,6
الدمام;الدمام/ المنار ;32394071;01/10/2025;سكني;1;921 550;526,6
مكة المكرمة;مكة المكرمة/ جنوب المسفلة رقم 2 ;32387762;01/10/2025;سكني;1;2 000 000;811,25
مكة المكرمة;مكة المكرمة/ المعابدة ;32202181;01/10/2025;سكني;1;466 726;47,79
مكة المكرمة;مكة المكرمة/ بطحاء قريش ;32398076;01/10/2025;سكني;1;2 300 000;900,15
حائل;حائل/ التلفزيون ;32381848;01/10/2025;سكني;1;330 000;153,95
حائل;حائل/ الخزامى ;32391802;01/10/2025;سكني;1;601 438;396
المدينة المنورة;المدينة المنورة/ حى الدفـاع ;32388068;01/10/2025;سكني;1;1 300 000;346,83
تبوك;تبوك/ القدس ;32403480;01/10/2025;سكني;1;300 000;655,5
الرياض;الرياض/ المهدية ;32391822;01/10/2025;سكني;1;1 600 000;553
المدينة المنورة;المدينة المنورة/ العاقول  د ;32405348;01/10/2025;سكني;1;400 000;654,07
جدة;جدة/ الرحاب ;32387172;01/10/2025;سكني;1;400 000;123,79
المدينة المنورة;المدينة المنورة/ الدفاع منطقة البيداء مخطط موسى الموسى ;32403963;01/10/2025;سكني;1;660 000;160,55
جدة;جدة/ النهضة ;32386327;01/10/2025;سكني;1;790 000;178,21
جدة;جدة/ بني مالك ;32394137;01/10/2025;سكني;1;791 158;231
المهد;المهد/أخرى;32388628;01/10/2025;سكني;1;220 000;1 075,91
مكة المكرمة;مكة المكرمة/ الشوقية ;32403032;01/10/2025;سكني;1;710 000;196,04
نجران;نجران/ الحصينية ;32380976;01/10/2025;سكني;1;100 000;640,5
نجران;نجران/ العريسة ;32403423;01/10/2025;سكني;1;10 000;120,52
جدة;جدة/ الرغامة ;32395223;01/10/2025;سكني;1;124 500;300
جدة;جدة/ الرغامة ;32400044;01/10/2025;سكني;1;2 500 000;820,5
جدة;جدة/ الرغامة ;32399797;01/10/2025;سكني;1;2 500 000;820,5
جدة;جدة/ جوهرة العروس ;32389905;01/10/2025;سكني;1;1 100 000;615,5
جدة;جدة/ جوهرة العروس ;32389676;01/10/2025;سكني;1;1 050 000;900
جدة;جدة/ الصالحية ;32399856;01/10/2025;سكني;1;1 080 000;349,55
تبوك;تبوك/ النظيم ;32389132;01/10/2025;سكني;1;1 000 000;630
تبوك;تبوك/ الاخضر ;32389554;01/10/2025;سكني;1;1 000 000;616
المدينة المنورة;المدينة المنورة/ الرانوناء بمنطقة الهجرة ;32385592;01/10/2025;سكني;1;285 000;122,9
المدينة المنورة;المدينة المنورة/ الرانوناء بمنطقة الهجرة ;32390151;01/10/2025;سكني;1;790 000;291,04
المدينة المنورة;المدينة المنورة/ الرانوناء بمنطقة الهجرة ;32400102;01/10/2025;سكني;1;1 211 806;301,45
المدينة المنورة;المدينة المنورة/ الرانوناء بمنطقة الهجرة ;32400504;01/10/2025;سكني;1;1 211 806;301,45
المدينة المنورة;المدينة المنورة/ الرانوناء بمنطقة الهجرة ;32400781;01/10/2025;سكني;1;1 211 806;301,45
المدينة المنورة;المدينة المنورة/ المطار منطقة الزبير مخطط علوى عباس السقاف ;32389367;01/10/2025;سكني;1;795 136;621,2
جدة;جدة/ الفيصلية ;32389489;01/10/2025;سكني;2;176 808;28,43
جدة;جدة/ الصفا ;32388985;01/10/2025;سكني;1;435 346;128,25
جدة;جدة/ الصفا ;32387757;01/10/2025;سكني;1;884 127;253,24
جدة;جدة/ الصفا ;32402952;01/10/2025;سكني;1;390 000;151,16
جدة;جدة/ الصفا ;32405043;01/10/2025;سكني;1;610 000;203,57
جدة;جدة/ الصفا ;32391800;01/10/2025;سكني;1;547 339;155,13
جدة;جدة/ الصفا ;32404706;01/10/2025;سكني;1;500 000;179,08
جدة;جدة/ الصفا ;32393810;01/10/2025;سكني;1;3 200 000;700
جدة;جدة/ الصفا ;32402378;01/10/2025;سكني;1;800 000;225,77
جدة;جدة/ الصفا ;32392793;01/10/2025;سكني;1;488 395;154
جدة;جدة/ الوفاء ;32401958;01/10/2025;سكني;1;700 000;620
جدة;جدة/البوادى;32389959;01/10/2025;سكني;1;3 150 000;570,5
القطيف;القطيف/ العواميه ;32386707;01/10/2025;سكني;1;350 755;334,8
جدة;جدة/ ام حبلين الغربية ;32389168;01/10/2025;سكني;1;574 531;166,86
بريده;بريده/أخرى;32361870;01/10/2025;تجاري;1;75 000;15 010,43
بريده;بريده/أخرى;32361537;01/10/2025;تجاري;1;100 000;20 800,64
بريده;بريده/أخرى;32361234;01/10/2025;تجاري;1;1 025 000;206 153,20
جيزان;جيزان/ المطار ;32390119;01/10/2025;سكني;1;800 000;400
ابها;ابها/ مشيع ;32400657;01/10/2025;سكني;1;1 000 000;600
جدة;جدة/ الفيحاء ;32387458;01/10/2025;سكني;1;7 469 091;1 185,57
جدة;جدة/ الفيحاء ;32400769;01/10/2025;سكني;1;768 000;203,15
جدة;جدة/ الياقوت ;32401533;01/10/2025;سكني;1;585 000;241,5
جدة;جدة/ الياقوت ;32402885;01/10/2025;سكني;1;680 000;312,5
القطيف;القطيف/ ضاحية الملك فهد المجاورة الثانية ;32394377;01/10/2025;سكني;1;600 000;870
القطيف;القطيف/ شرق عنك ;32369753;01/10/2025;سكني;1;2 000 000;400
حفر الباطن;حفر الباطن/ المصيف ;32403205;01/10/2025;سكني;1;800 000;460
حفر الباطن;حفر الباطن/ التلال ;32388205;01/10/2025;سكني;1;60 000;400
جدة;جدة/ الجزيرة ;32404535;01/10/2025;سكني;1;500 000;620
جدة;جدة/أخرى;32390534;01/10/2025;سكني;1;675 806;185,16
جدة;جدة/ حكومى ;32403009;01/10/2025;سكني;1;310 000;101,59
جدة;جدة/ حكومى ;32392845;01/10/2025;سكني;1;652 542;197,6
بريده;بريده/ الصفراء ;32367091;01/10/2025;سكني;1;230 000;327,07
بريده;بريده/ الريان ;32403971;01/10/2025;سكني;1;500 000;266,51
بريده;بريده/ 33ج ;32394843;01/10/2025;سكني;1;250 000;1 187,50
بريده;بريده/ 33ج ;32394828;01/10/2025;سكني;1;250 000;1 211,25
بريده;بريده/ 33ج ;32395336;01/10/2025;سكني;1;250 000;1 187,50
بريده;بريده/ واسط ;32400943;01/10/2025;سكني;1;660 000;250
جيزان;جيزان/ الروابي ;32389838;01/10/2025;سكني;1;250 000;610
الخبر;الخبر/ الصواري ;32386817;01/10/2025;سكني;1;980 000;767
بارق;بارق/أخرى;32404862;01/10/2025;سكني;1;10 000;630
تثليت;تثليت/ التعاون ;32387470;01/10/2025;تجاري;1;10 000;625
حقل;حقل/ مجدر زايد ;32386730;01/10/2025;سكني;1;250 000;700
موقق;موقق/أخرى;32380978;01/10/2025;سكني;1;5 000;900
الدوادمي;الدوادمي/ الريان ;32397232;01/10/2025;سكني;1;80 000;650
تربه;تربه/ النسيم ;32389190;01/10/2025;سكني;1;40 000;400
تربه;تربه/ ضاحية الحائرية ;32404089;01/10/2025;سكني;1;5 000;300
تربه;تربه/ ضاحية الحائرية ;32394410;01/10/2025;سكني;1;10 000;300
تربه;تربه/ ضاحية الحائرية ;32404073;01/10/2025;سكني;1;5 000;300
وادي الفرع;وادي الفرع/أخرى;32405173;01/10/2025;سكني;1;70 000;940,31
وادي الفرع;وادي الفرع/ الاكحل ;32380980;01/10/2025;سكني;1;55 000;607
الشنان;الشنان/أخرى;32388995;01/10/2025;زراعي;1;20 000;100 000,00
بريده;بريده/ الصفا ;32385610;01/10/2025;سكني;1;741 926;312,47
الخبر;الخبر/ السفن ;32387536;01/10/2025;سكني;1;433 636;233,59
جيزان;جيزان/ الناصرية ;32388670;01/10/2025;سكني;1;353 008;520
جيزان;جيزان/ الناصرية ;32389849;01/10/2025;سكني;1;353 462;556,25
جيزان;جيزان/ المحمدية1 ;32389074;01/10/2025;سكني;1;550 000;500
جيزان;جيزان/ القدس 1 ;32390274;01/10/2025;سكني;1;150 000;533,3
جيزان;جيزان/ القدس 1 ;32390273;01/10/2025;سكني;1;150 000;533,3
الجبيل;الجبيل/ الجوهرة ;32383577;01/10/2025;تجاري;1;1 620 000;1 200,00
الجبيل;الجبيل/ الجوهرة ;32384787;01/10/2025;تجاري;1;1 620 000;1 200,00
الخبر;الخبر/ الحزام الذهبي ;32389793;01/10/2025;سكني;1;985 000;133,07
الجبيل;الجبيل/ الفناتير ;32387615;01/10/2025;سكني;1;549 750;295,4
الخبر;الخبر/ الشراع ;32387733;01/10/2025;تجاري;1;462 543;875
مكة المكرمة;مكة المكرمة/ كدي ;32393153;01/10/2025;سكني;1;4 000 000;555,88
مكة المكرمة;مكة المكرمة/ السلامة ;32403036;01/10/2025;سكني;1;400 000;163,37
مكة المكرمة;مكة المكرمة/ بطحاء قريش رقم 1 ;32393692;01/10/2025;سكني;1;460 000;116,1
طريف;طريف/ سلطانه ;32383130;01/10/2025;سكني;1;150 000;500
القويعيه;القويعيه/ مخطط رقم1051 ;32385663;01/10/2025;سكني;1;70 000;600
القويعيه;القويعيه/ الورود ;32386825;01/10/2025;سكني;1;110 000;440
مكة المكرمة;مكة المكرمة/ الملك فهد ;32394281;01/10/2025;سكني;1;794 352;234,98
مكة المكرمة;مكة المكرمة/ العكيشية ;32387915;01/10/2025;سكني;1;590 000;137,07
مكة المكرمة;مكة المكرمة/ البوابه رقم 8 ;32403165;01/10/2025;سكني;1;1 500 000;600
مكة المكرمة;مكة المكرمة/ مخطط ولى العهد 9 جزء ب ;32399905;01/10/2025;سكني;1;250 000;570
مكة المكرمة;مكة المكرمة/ ام الجود ;32399129;01/10/2025;سكني;1;212 000;95,41
مكة المكرمة;مكة المكرمة/ ام الجود ;32399734;01/10/2025;سكني;1;208 315;96,69
مكة المكرمة;مكة المكرمة/ ام الجود ;32400835;01/10/2025;سكني;1;230 000;103,6
مكة المكرمة;مكة المكرمة/ ام الجود ;32399526;01/10/2025;سكني;1;576 421;145,33
نجران;نجران/ الشرفة ;32384148;01/10/2025;سكني;1;100 000;722
الخبر;الخبر/ جنوب غرب الانابيب ;32389588;01/10/2025;سكني;1;535 000;151,3
الهفوف;الهفوف/ بو سحبل الأول ;32321022;01/10/2025;سكني;1;1 250 000;501,6
الهفوف;الهفوف/ القادسية ;32398546;01/10/2025;تجاري;1;2 600 000;582
الرياض;الرياض/الجنادرية;32392923;01/10/2025;سكني;1;720 350;300
الرياض;الرياض/الجنادرية;32391796;01/10/2025;سكني;1;676 243;300
الهفوف;الهفوف/ السنيدية ;32389117;01/10/2025;سكني;1;490 000;379,25
الهفوف;الهفوف/أخرى;32390222;01/10/2025;سكني;1;500 000;500
نجران;نجران/ شمال شرق الضيافه ;32389300;01/10/2025;سكني;1;100 000;400
نجران;نجران/ شرق المطار  أ ;32389342;01/10/2025;سكني;1;100 000;690
نجران;نجران/ شرق المطار  أ ;32356734;01/10/2025;سكني;1;150 000;750
نجران;نجران/ غرب حى الفهد ;32394407;01/10/2025;سكني;1;590 000;283,97
رفحاء;رفحاء/أخرى;32391558;01/10/2025;سكني;1;112 000;600
خميس مشيط;خميس مشيط/ مخطط غرب طريق وادى بن هشبل ;32388867;01/10/2025;سكني;1;500 000;600
ابو عريش;ابو عريش/ النسيم ;32389812;01/10/2025;سكني;1;100 000;848,33
